user_id,product_id,user_product_purchase_count,user_product_reorder_ratio,user_product_days_since_last_purchase,user_total_orders,user_reorder_ratio,user_avg_basket_size,user_mean_days_between_orders,user_days_since_last_order,log_user_total_orders
57919,6774,2,0.5,7.0,33,0.33739838,7.4545455,9.514894,5.0,3.5263605246161616
66703,5987,1,0.0,28.0,5,0.22916667,9.6,22.594595,14.0,1.791759469228055
42792,10157,2,0.5,2.0,57,0.7722908,12.789474,5.0042133,4.0,4.060443010546419
150420,21903,3,0.6666667,7.0,42,0.85480946,13.119047,8.482309,8.0,3.7612001156935615
44223,12126,3,0.6666667,16.0,5,0.25688073,21.8,17.344444,16.0,1.791759469228055
91062,9550,7,0.85714287,7.0,14,0.4651163,9.214286,16.170732,15.0,2.70805020110221
44338,14429,1,0.0,30.0,9,0.43333334,13.333333,27.064816,30.0,2.302585092994046
32428,35584,1,0.0,12.0,14,0.55458516,16.357143,18.532408,14.0,2.70805020110221
69583,32303,1,0.0,3.0,49,0.7467412,21.918367,8.946361,4.0,3.912023005428146
45335,24184,3,0.6666667,12.0,16,0.44285715,13.125,15.691543,10.0,2.833213344056216
171990,28990,3,0.6666667,8.0,12,0.5027322,15.25,22.066298,10.0,2.5649493574615367
59531,20034,2,0.5,4.0,56,0.7199391,11.732142,7.309969,1.0,4.04305126783455
116202,2086,1,0.0,25.0,14,0.6631579,6.785714,17.842697,29.0,2.70805020110221
173578,13697,1,0.0,3.0,21,0.5304348,10.952381,12.2027645,21.0,3.091042453358316
57438,19240,1,0.0,9.0,21,0.31137726,7.952381,6.95625,2.0,3.091042453358316
154139,28,1,0.0,,4,0.13793103,7.25,16.764706,12.0,1.6094379124341005
61526,14197,6,0.8333333,9.0,41,0.7737962,21.780487,8.983833,27.0,3.737669618283368
134639,4297,1,0.0,,3,0.18181819,11.0,15.869565,30.0,1.3862943611198906
19926,22888,1,0.0,8.0,8,0.16901408,8.875,15.078125,7.0,2.19722457733622
20008,41950,13,0.9230769,2.0,80,0.7468355,8.8875,4.4751773,6.0,4.394449154672439
197551,24933,39,0.974359,2.0,81,0.8978723,8.703704,4.8354793,2.0,4.406719247264253
101603,30776,10,0.9,11.0,29,0.6432337,19.62069,9.557971,11.0,3.4011973816621555
152813,7533,1,0.0,11.0,11,0.3181818,14.0,13.381295,16.0,2.4849066497880004
142603,30953,2,0.5,5.0,61,0.643377,11.262295,6.3938055,5.0,4.127134385045092
33900,28599,3,0.6666667,10.0,22,0.6593407,8.272727,7.4060607,8.0,3.1354942159291497
34732,6901,1,0.0,28.0,17,0.63106793,6.0588236,20.132652,21.0,2.8903717578961645
77134,42972,23,0.95652175,9.0,53,0.687251,9.471698,7.619718,4.0,3.9889840465642745
163393,46586,6,0.8333333,30.0,26,0.525641,6.0,12.462069,22.0,3.295836866004329
147750,5876,1,0.0,13.0,3,0.2413793,9.666667,8.75,7.0,1.3862943611198906
21443,25915,2,0.5,1.0,43,0.3776596,4.372093,8.6,17.0,3.784189633918261
2957,33647,1,0.0,30.0,6,0.3,3.3333333,25.421053,30.0,1.9459101490553128
178910,47626,14,0.9285714,7.0,22,0.88125,7.2727275,7.4805193,7.0,3.1354942159291497
89647,24964,1,0.0,30.0,16,0.32786885,7.625,12.333333,14.0,2.833213344056216
14368,13176,1,0.0,27.0,22,0.42335767,6.2272725,13.28125,9.0,3.1354942159291497
86826,41290,6,0.8333333,13.0,21,0.40074906,12.714286,14.784314,9.0,3.091042453358316
114348,26348,1,0.0,,4,0.22580644,7.75,4.8,5.0,1.6094379124341005
160195,26105,1,0.0,5.0,16,0.54268295,10.25,11.605263,5.0,2.833213344056216
90059,22312,1,0.0,8.0,19,0.3783784,9.736842,10.0274725,7.0,2.995732273553991
12538,33768,3,0.6666667,7.0,36,0.8271605,9.0,10.095541,15.0,3.610917912644224
123620,38383,1,0.0,5.0,60,0.87443364,25.75,6.364116,5.0,4.110873864173311
177324,20396,1,0.0,14.0,30,0.6090425,12.533334,12.861111,22.0,3.4339872044851463
169089,18441,2,0.5,16.0,27,0.59450173,10.777778,14.145986,16.0,3.332204510175204
74623,12023,1,0.0,30.0,3,0.1,6.6666665,22.90909,30.0,1.3862943611198906
195914,10768,1,0.0,3.0,46,0.69512194,12.478261,6.4884133,1.0,3.8501476017100575
115937,19057,1,0.0,7.0,4,0.13513513,9.25,12.916667,7.0,1.6094379124341005
140737,14385,1,0.0,8.0,10,0.5294118,13.6,9.991936,9.0,2.3978952727983707
112749,5031,3,0.6666667,7.0,9,0.22580644,3.4444444,15.148149,7.0,2.302585092994046
148105,44632,4,0.75,5.0,62,0.6604414,9.5,6.282534,7.0,4.143134726391533
42230,7500,1,0.0,22.0,14,0.52982455,20.357143,20.591602,21.0,2.70805020110221
176834,46676,6,0.8333333,27.0,11,0.722973,13.454545,23.265152,27.0,2.4849066497880004
78422,25936,1,0.0,16.0,8,0.43609023,16.625,21.883333,30.0,2.19722457733622
53915,39170,1,0.0,3.0,15,0.38690478,11.2,2.39375,1.0,2.772588722239781
204713,46632,1,0.0,9.0,34,0.8390093,19.0,12.38835,17.0,3.555348061489413
62231,43352,1,0.0,30.0,8,0.3152174,11.5,22.83146,30.0,2.19722457733622
74588,46812,2,0.5,14.0,23,0.79727894,31.956522,12.582621,5.0,3.1780538303479458
118396,38890,1,0.0,7.0,34,0.53246754,6.7941175,9.752213,23.0,3.555348061489413
170857,5876,1,0.0,3.0,81,0.8364084,10.037037,5.22125,3.0,4.406719247264253
150100,44955,1,0.0,5.0,59,0.7240678,25.0,6.4278846,5.0,4.0943445622221
144550,39877,1,0.0,12.0,33,0.7222222,12.545455,11.782716,6.0,3.5263605246161616
90980,44850,1,0.0,13.0,39,0.68733853,9.923077,9.307895,9.0,3.688879454113936
14387,41545,1,0.0,6.0,10,0.54,10.0,15.41573,5.0,2.3978952727983707
202931,26286,1,0.0,9.0,3,0.037037037,9.0,8.052631,9.0,1.3862943611198906
109702,5258,1,0.0,8.0,17,0.6476684,11.3529415,12.207865,10.0,2.8903717578961645
197695,22986,1,0.0,2.0,35,0.25862068,4.9714284,6.859649,3.0,3.58351893845611
95056,23236,1,0.0,18.0,33,0.6018519,13.090909,7.9012046,4.0,3.5263605246161616
153805,18200,1,0.0,3.0,52,0.7050633,15.192307,7.284974,7.0,3.970291913552122
172736,47738,1,0.0,1.0,84,0.627451,9.714286,4.09901,3.0,4.442651256490317
127726,1999,1,0.0,1.0,43,0.709607,10.651163,8.782998,2.0,3.784189633918261
121720,35247,3,0.6666667,5.0,25,0.37037036,5.4,12.286821,1.0,3.258096538021482
80824,6848,1,0.0,6.0,16,0.375,2.5,12.743589,13.0,2.833213344056216
198212,30146,1,0.0,5.0,16,0.37297297,11.5625,9.28161,8.0,2.833213344056216
179130,26848,1,0.0,7.0,8,0.5409836,15.25,12.178572,12.0,2.19722457733622
142735,42703,2,0.5,2.0,79,0.60900474,10.683544,4.356711,2.0,4.382026634673881
38571,16759,2,0.5,18.0,10,0.32456142,11.4,17.692308,8.0,2.3978952727983707
20307,39794,1,0.0,,6,0.453125,10.666667,28.615385,27.0,1.9459101490553128
167953,46900,1,0.0,7.0,20,0.68122274,11.45,12.645162,21.0,3.044522437723423
187336,33357,2,0.5,30.0,5,0.43434343,19.8,21.818182,30.0,1.791759469228055
63301,27925,2,0.5,10.0,14,0.6446541,22.714285,11.311189,30.0,2.70805020110221
32171,49383,2,0.5,5.0,54,0.6696035,4.203704,4.6061945,3.0,4.007333185232471
16869,2393,1,0.0,3.0,25,0.7180617,18.16,5.822014,7.0,3.258096538021482
90053,44234,1,0.0,4.0,21,0.5235849,10.095238,15.653465,15.0,3.091042453358316
4063,7737,1,0.0,7.0,12,0.39285713,9.333333,9.476191,5.0,2.5649493574615367
85871,47766,1,0.0,30.0,3,0.0,8.333333,30.0,30.0,1.3862943611198906
158674,47209,12,0.9166667,2.0,33,0.675,4.848485,3.6178343,2.0,3.5263605246161616
98352,4071,1,0.0,13.0,5,0.31578946,15.2,23.793652,13.0,1.791759469228055
197116,33731,1,0.0,9.0,6,0.37096775,10.333333,14.16,9.0,1.9459101490553128
45591,3858,1,0.0,8.0,35,0.7229602,15.057143,9.969407,5.0,3.58351893845611
47606,46720,3,0.6666667,7.0,39,0.6816431,19.97436,9.200788,9.0,3.688879454113936
137412,47265,1,0.0,14.0,10,0.35454544,11.0,13.689321,12.0,2.3978952727983707
56596,45694,1,0.0,9.0,3,0.1590909,14.666667,19.2,9.0,1.3862943611198906
63812,20169,1,0.0,4.0,26,0.47297296,11.384615,13.073684,11.0,3.295836866004329
7875,17794,9,0.8888889,8.0,24,0.538206,12.541667,12.350168,9.0,3.218875824868201
43819,47823,6,0.8333333,7.0,51,0.7967687,23.058823,6.0902777,6.0,3.951243718581428
151237,6184,22,0.95454544,7.0,46,0.7573222,5.195652,6.2413793,3.0,3.8501476017100575
141445,11747,2,0.5,16.0,17,0.6791045,7.882353,8.25,16.0,2.8903717578961645
188267,41665,1,0.0,10.0,17,0.3069307,5.9411764,9.467391,3.0,2.8903717578961645
15674,10172,4,0.75,30.0,24,0.45049506,8.416667,11.482051,10.0,3.218875824868201
65761,14502,1,0.0,1.0,29,0.6847826,9.5172415,8.594595,6.0,3.4011973816621555
27752,46817,1,0.0,12.0,21,0.5121951,25.380953,15.677734,4.0,3.091042453358316
120308,27811,1,0.0,5.0,38,0.68585134,10.973684,5.7714987,6.0,3.6635616461296463
53878,7350,3,0.6666667,0.0,14,0.58878505,7.642857,17.772278,13.0,2.70805020110221
174845,5068,1,0.0,14.0,20,0.46564886,6.55,13.2265625,11.0,3.044522437723423
140332,18370,1,0.0,11.0,24,0.42060086,9.708333,10.909091,30.0,3.218875824868201
177800,34749,1,0.0,5.0,22,0.60209423,8.681818,11.865922,7.0,3.1354942159291497
27447,23622,3,0.6666667,14.0,17,0.622276,24.294117,16.790403,13.0,2.8903717578961645
22955,5653,5,0.8,10.0,37,0.64162755,17.27027,8.970684,3.0,3.6375861597263857
60913,1359,1,0.0,27.0,4,0.425,20.0,24.920635,27.0,1.6094379124341005
149653,26528,1,0.0,9.0,26,0.6246575,14.038462,6.8892045,5.0,3.295836866004329
63799,44628,2,0.5,5.0,56,0.8308004,17.625,6.806385,12.0,4.04305126783455
168604,6473,2,0.5,10.0,10,0.50955415,15.7,19.398497,10.0,2.3978952727983707
113670,47601,1,0.0,18.0,20,0.41048035,11.45,14.375,30.0,3.044522437723423
174784,20995,1,0.0,30.0,8,0.30208334,12.0,15.175824,30.0,2.19722457733622
1350,21304,1,0.0,1.0,13,0.3655914,7.1538463,9.705882,30.0,2.639057329615259
4978,31371,1,0.0,,4,0.04761905,5.25,5.5555553,6.0,1.6094379124341005
137234,160,1,0.0,11.0,22,0.4375,5.090909,16.149532,20.0,3.1354942159291497
184211,8057,1,0.0,8.0,9,0.49,11.111111,6.967033,5.0,2.302585092994046
95779,12499,7,0.85714287,7.0,52,0.8474359,15.0,7.0384617,4.0,3.970291913552122
107076,14028,1,0.0,,16,0.46666667,6.5625,8.648352,4.0,2.833213344056216
47507,283,1,0.0,2.0,21,0.49358973,7.428571,13.732394,30.0,3.091042453358316
153123,38834,4,0.75,6.0,32,0.48188406,17.25,9.38213,6.0,3.49650756146648
18099,46820,1,0.0,30.0,13,0.4509804,11.769231,21.452055,30.0,2.639057329615259
74373,8224,1,0.0,28.0,16,0.17557251,8.1875,16.184,10.0,2.833213344056216
144442,22825,1,0.0,26.0,12,0.5460993,11.75,24.940298,27.0,2.5649493574615367
2273,2081,1,0.0,30.0,4,0.27272728,16.5,30.0,30.0,1.6094379124341005
155844,40545,2,0.5,9.0,31,0.6876574,12.806452,9.943877,4.0,3.4657359027997265
79068,13116,1,0.0,2.0,21,0.5783784,17.619047,4.4054794,8.0,3.091042453358316
49977,16185,1,0.0,30.0,9,0.5942857,19.444445,13.333333,30.0,2.302585092994046
55537,11755,1,0.0,22.0,35,0.55402297,12.428572,9.043062,8.0,3.58351893845611
59718,10644,2,0.5,30.0,9,0.6117647,18.88889,27.43038,30.0,2.302585092994046
39639,38159,1,0.0,16.0,4,0.11764706,8.5,20.08,16.0,1.6094379124341005
122951,21903,1,0.0,30.0,15,0.4957265,7.8,21.22857,6.0,2.772588722239781
7202,39558,4,0.75,11.0,7,0.3560606,18.857143,15.882883,11.0,2.079441541679836
68003,46061,4,0.75,22.0,7,0.76,3.5714285,7.8095236,22.0,2.079441541679836
205183,47145,1,0.0,21.0,20,0.72444445,11.25,15.61244,21.0,3.044522437723423
178361,8112,4,0.75,30.0,7,0.6542056,15.285714,28.698795,30.0,2.079441541679836
22066,46931,1,0.0,6.0,6,0.4375,2.6666667,17.0,26.0,1.9459101490553128
101676,432,2,0.5,6.0,4,0.34653464,25.25,4.861111,4.0,1.6094379124341005
76011,45633,2,0.5,8.0,17,0.5084746,13.882353,14.206278,8.0,2.8903717578961645
40143,19048,1,0.0,3.0,70,0.72370267,10.185715,5.884017,4.0,4.262679877041316
15133,10749,1,0.0,13.0,9,0.531401,23.0,18.021276,30.0,2.302585092994046
64708,7746,1,0.0,6.0,8,0.3057325,19.625,14.86014,6.0,2.19722457733622
151684,21125,1,0.0,12.0,16,0.23125,10.0,13.934641,30.0,2.833213344056216
111756,47144,5,0.8,4.0,58,0.7211796,6.4310346,5.875,6.0,4.07753744390572
122870,18479,1,0.0,5.0,17,0.5157233,18.705883,17.81081,16.0,2.8903717578961645
17341,10621,1,0.0,25.0,10,0.44067797,11.8,17.495495,14.0,2.3978952727983707
88698,10749,16,0.9375,3.0,99,0.7912307,20.272728,3.8258905,4.0,4.605170185988092
10628,22035,5,0.8,7.0,7,0.6235955,25.428572,7.0,7.0,2.079441541679836
65709,46785,1,0.0,6.0,37,0.6378132,11.864865,9.274005,14.0,3.6375861597263857
124962,25502,1,0.0,0.0,17,0.30769232,5.352941,7.0117645,9.0,2.8903717578961645
174032,32428,6,0.8333333,7.0,18,0.8013245,8.388889,7.427586,3.0,2.9444389791664403
78013,33731,4,0.75,6.0,68,0.7321101,16.029411,5.9559927,11.0,4.23410650459726
137967,41290,2,0.5,24.0,16,0.5226481,17.9375,17.032492,12.0,2.833213344056216
182058,20114,2,0.5,22.0,21,0.58152175,8.761905,12.636364,12.0,3.091042453358316
64985,28842,1,0.0,5.0,12,0.37878788,5.5,13.126985,20.0,2.5649493574615367
3927,42239,6,0.8333333,29.0,12,0.55775577,25.25,12.537367,29.0,2.5649493574615367
75206,39462,1,0.0,14.0,13,0.5869565,7.076923,10.2125,14.0,2.639057329615259
48199,29987,1,0.0,9.0,13,0.41666666,15.692307,12.290816,12.0,2.639057329615259
88899,196,4,0.75,8.0,15,0.6216216,4.9333334,9.676056,27.0,2.772588722239781
105215,29487,2,0.5,27.0,15,0.25757575,4.4,21.307692,12.0,2.772588722239781
195420,40898,1,0.0,8.0,47,0.6571429,13.404255,8.219313,6.0,3.8712010109078903
10005,45633,1,0.0,22.0,17,0.7747899,35.0,15.54833,8.0,2.8903717578961645
202511,39877,11,0.90909094,5.0,24,0.8143852,17.958334,7.470149,18.0,3.218875824868201
39099,42239,1,0.0,20.0,15,0.5699482,12.866667,17.84066,6.0,2.772588722239781
186335,30908,2,0.5,14.0,46,0.8250916,23.73913,8.13227,7.0,3.8501476017100575
86865,29044,1,0.0,2.0,24,0.4814815,15.75,11.32133,14.0,3.218875824868201
87958,8518,9,0.8888889,15.0,41,0.8391167,7.731707,9.668831,15.0,3.737669618283368
31523,24852,1,0.0,14.0,4,0.35,10.0,18.516129,14.0,1.6094379124341005
46133,44910,2,0.5,11.0,15,0.60240966,11.066667,10.743243,18.0,2.772588722239781
7334,16710,3,0.6666667,7.0,21,0.539726,17.380953,8.877438,7.0,3.091042453358316
100581,16759,1,0.0,19.0,28,0.5,6.928571,10.65445,10.0,3.367295829986474
26325,11299,1,0.0,17.0,3,0.26666668,5.0,20.545454,30.0,1.3862943611198906
202490,16283,1,0.0,6.0,4,0.5,6.5,15.782609,21.0,1.6094379124341005
179893,34126,4,0.75,12.0,15,0.28688523,8.133333,15.77193,4.0,2.772588722239781
48735,7736,1,0.0,30.0,13,0.259542,10.076923,16.458334,11.0,2.639057329615259
206037,26209,4,0.75,28.0,16,0.45360824,12.125,11.164893,3.0,2.833213344056216
3417,1443,3,0.6666667,2.0,36,0.7122862,17.86111,10.4424925,7.0,3.610917912644224
47387,31553,4,0.75,1.0,30,0.44,4.1666665,12.408334,16.0,3.4339872044851463
29419,14197,1,0.0,,5,0.32,20.0,23.759493,30.0,1.791759469228055
150655,9252,1,0.0,30.0,4,0.16666667,6.0,20.565218,22.0,1.6094379124341005
3202,8274,1,0.0,16.0,3,0.102564104,26.0,26.11111,30.0,1.3862943611198906
38546,28014,1,0.0,2.0,24,0.3,5.8333335,9.222222,5.0,3.218875824868201
135639,40348,1,0.0,3.0,25,0.5160142,11.24,12.941606,1.0,3.258096538021482
117789,41787,2,0.5,7.0,89,0.7317744,8.168539,4.8896747,2.0,4.499809670330265
26914,4605,1,0.0,11.0,10,0.2413793,5.8,17.047619,9.0,2.3978952727983707
18381,46280,5,0.8,20.0,12,0.38036808,13.583333,18.309677,30.0,2.5649493574615367
115824,24396,3,0.6666667,10.0,27,0.575,19.25926,12.079365,20.0,3.332204510175204
119,31915,3,0.6666667,17.0,3,0.27272728,7.3333335,11.9375,17.0,1.3862943611198906
183588,33636,1,0.0,9.0,17,0.47402596,9.058824,8.878378,3.0,2.8903717578961645
2802,41063,1,0.0,5.0,40,0.61926603,5.45,9.06132,15.0,3.713572066704308
117727,12779,2,0.5,28.0,7,0.33734939,11.857142,21.818182,28.0,2.079441541679836
13346,11078,1,0.0,2.0,19,0.3482143,5.894737,11.893204,5.0,2.995732273553991
143808,3849,4,0.75,25.0,17,0.6425781,30.117647,21.234673,18.0,2.8903717578961645
196344,18963,3,0.6666667,8.0,41,0.75077397,15.756098,9.54631,12.0,3.737669618283368
31478,17167,1,0.0,7.0,18,0.6139818,18.277779,10.847619,20.0,2.9444389791664403
118873,3339,1,0.0,11.0,11,0.43103448,10.545455,15.327272,19.0,2.4849066497880004
53191,14901,1,0.0,10.0,20,0.5362319,3.45,13.893939,18.0,3.044522437723423
29815,9387,2,0.5,3.0,22,0.7642276,5.590909,7.9310346,9.0,3.1354942159291497
30110,45066,2,0.5,30.0,19,0.6735537,12.736842,17.89224,29.0,2.995732273553991
77997,6274,1,0.0,7.0,4,0.34444445,22.5,19.850746,28.0,1.6094379124341005
393,27000,1,0.0,30.0,10,0.40930232,21.5,19.39,19.0,2.3978952727983707
27608,20794,15,0.93333334,5.0,99,0.835703,6.3939395,3.2845788,6.0,4.605170185988092
108351,4605,7,0.85714287,7.0,34,0.7392405,11.617647,8.2713175,7.0,3.555348061489413
198415,42110,1,0.0,7.0,47,0.7346514,20.446808,7.955224,5.0,3.8712010109078903
194885,34270,1,0.0,23.0,29,0.6976048,11.5172415,10.314102,2.0,3.4011973816621555
164772,29837,1,0.0,30.0,11,0.29245284,9.636364,22.670214,30.0,2.4849066497880004
175015,19348,15,0.93333334,3.0,46,0.63265306,10.652174,7.479424,7.0,3.8501476017100575
146357,30305,1,0.0,6.0,10,0.48421052,9.5,9.564706,8.0,2.3978952727983707
182217,17948,1,0.0,2.0,84,0.8101952,10.976191,4.5783663,1.0,4.442651256490317
93588,39958,3,0.6666667,3.0,29,0.58152175,6.3448277,12.545455,3.0,3.4011973816621555
107424,46667,2,0.5,11.0,3,0.115384616,8.666667,25.0,11.0,1.3862943611198906
193148,11777,1,0.0,27.0,12,0.57042253,23.666666,23.370657,30.0,2.5649493574615367
172882,30561,13,0.9230769,7.0,48,0.8167832,14.895833,7.5371428,5.0,3.8918202981106265
141678,46886,9,0.8888889,17.0,18,0.44147158,16.61111,9.554263,17.0,2.9444389791664403
87969,7660,1,0.0,3.0,20,0.5422222,11.25,5.818182,7.0,3.044522437723423
111753,20995,1,0.0,,3,0.16666667,8.0,30.0,30.0,1.3862943611198906
110549,28993,1,0.0,29.0,15,0.38,16.666666,18.855932,29.0,2.772588722239781
50066,44683,2,0.5,10.0,8,0.38372093,10.75,18.75,14.0,2.19722457733622
112515,17794,1,0.0,8.0,5,0.09677419,6.2,5.6551723,1.0,1.791759469228055
146848,13643,1,0.0,30.0,5,0.18604651,8.6,23.135136,30.0,1.791759469228055
92738,18644,1,0.0,27.0,33,0.55820894,10.151515,11.383648,13.0,3.5263605246161616
5133,1025,3,0.6666667,5.0,34,0.47945204,10.735294,10.969101,30.0,3.555348061489413
14028,36144,3,0.6666667,14.0,6,0.22580644,15.5,20.390804,14.0,1.9459101490553128
138204,14211,4,0.75,6.0,22,0.5054645,16.636364,10.194986,22.0,3.1354942159291497
78797,23375,1,0.0,29.0,12,0.28,4.1666665,17.304348,30.0,2.5649493574615367
139055,24954,1,0.0,30.0,3,0.25308642,54.0,23.2,30.0,1.3862943611198906
48486,47570,7,0.85714287,6.0,33,0.6201923,6.3030305,9.495098,6.0,3.5263605246161616
173952,13380,1,0.0,6.0,29,0.38194445,4.965517,5.2605634,8.0,3.4011973816621555
203453,33000,1,0.0,3.0,16,0.35526314,4.75,8.927536,7.0,2.833213344056216
48019,24135,3,0.6666667,2.0,31,0.7238806,4.322581,11.31746,6.0,3.4657359027997265
94066,4605,1,0.0,8.0,10,0.46923077,13.0,9.849558,6.0,2.3978952727983707
151971,162,1,0.0,4.0,8,0.29508197,7.625,11.824561,4.0,2.19722457733622
148656,5067,1,0.0,25.0,42,0.47916666,4.571429,8.476439,2.0,3.7612001156935615
170964,31772,1,0.0,10.0,41,0.7117117,13.536586,9.081633,4.0,3.737669618283368
418,48205,2,0.5,25.0,8,0.35928145,20.875,23.147652,13.0,2.19722457733622
99465,20178,2,0.5,7.0,16,0.49275362,8.625,13.409449,30.0,2.833213344056216
558,21903,2,0.5,10.0,27,0.46815288,11.62963,8.10596,8.0,3.332204510175204
185104,48775,1,0.0,20.0,26,0.7630252,22.884615,13.183099,7.0,3.295836866004329
80207,12121,1,0.0,,4,0.08571429,8.75,30.0,30.0,1.6094379124341005
11004,20345,7,0.85714287,15.0,9,0.60625,17.777779,17.442028,15.0,2.302585092994046
73579,196,2,0.5,30.0,14,0.4427481,9.357142,15.587301,30.0,2.70805020110221
114907,42562,3,0.6666667,30.0,3,0.3644068,39.333332,18.25,30.0,1.3862943611198906
125836,46370,2,0.5,30.0,12,0.40092167,18.083334,16.658417,30.0,2.5649493574615367
14080,6104,6,0.8333333,4.0,40,0.6846626,20.375,5.706767,7.0,3.713572066704308
75389,42389,1,0.0,4.0,70,0.7936644,16.685715,5.4298244,7.0,4.262679877041316
171042,21213,3,0.6666667,5.0,46,0.62941176,3.6956522,6.6287427,5.0,3.8501476017100575
177747,20518,3,0.6666667,0.0,7,0.49557522,16.142857,3.6022727,3.0,2.079441541679836
200398,16953,1,0.0,30.0,14,0.35643566,7.214286,11.368421,17.0,2.70805020110221
476,42736,1,0.0,7.0,16,0.4398148,13.5,15.637255,30.0,2.833213344056216
150153,790,2,0.5,0.0,30,0.54594594,6.1666665,12.377778,8.0,3.4339872044851463
31077,15984,5,0.8,4.0,57,0.7267442,9.052631,4.282051,6.0,4.060443010546419
47134,12126,1,0.0,19.0,18,0.5295454,24.444445,16.422434,8.0,2.9444389791664403
169022,31562,7,0.85714287,7.0,37,0.8258427,19.243244,6.6212764,9.0,3.6375861597263857
155814,2825,1,0.0,30.0,3,0.057142857,11.666667,30.0,30.0,1.3862943611198906
182579,44799,1,0.0,2.0,58,0.72978723,8.103448,6.146868,5.0,4.07753744390572
176131,8025,8,0.875,13.0,23,0.73187184,25.782608,12.459707,13.0,3.1780538303479458
72726,26209,1,0.0,4.0,99,0.7376761,5.737374,3.3667264,3.0,4.605170185988092
20277,36178,17,0.9411765,7.0,29,0.76874006,21.62069,7.379768,7.0,3.4011973816621555
117197,37710,1,0.0,17.0,7,0.31707317,5.857143,18.8,21.0,2.079441541679836
68724,27761,1,0.0,28.0,33,0.5472441,7.6969695,8.781377,3.0,3.5263605246161616
124003,42258,1,0.0,,4,0.12727273,27.5,7.2222223,9.0,1.6094379124341005
200652,40598,1,0.0,,4,0.15555556,11.25,13.40625,9.0,1.6094379124341005
67026,30391,2,0.5,30.0,7,0.3089431,17.571428,21.288288,30.0,2.079441541679836
203757,33326,8,0.875,25.0,21,0.48754448,13.380953,17.364313,25.0,3.091042453358316
184117,32030,1,0.0,30.0,12,0.19166666,10.0,16.116072,20.0,2.5649493574615367
